id_nest;id_sample;comment;site;campaign;species;OD_cor;latitude;longitude;length;width;d13C;d15N;d34S
RIO09-YLG-050;RIO09-YLG-050;NA;RIO;2009;YLG;0.168256309;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-051;RIO09-YLG-051;NA;RIO;2009;YLG;-0.112216296;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-068;RIO09-YLG-068;NA;RIO;2009;YLG;-0.023074036;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-069;RIO09-YLG-069;NA;RIO;2009;YLG;0.224872783;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-074;RIO09-YLG-074;NA;RIO;2009;YLG;0.133247594;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-075;RIO09-YLG-075;NA;RIO;2009;YLG;0.279498734;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-089;RIO09-YLG-089;NA;RIO;2009;YLG;-0.149430402;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-100;RIO09-YLG-100;NA;RIO;2009;YLG;0.439792456;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-110;RIO09-YLG-110;NA;RIO;2009;YLG;0.064719323;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-117;RIO09-YLG-117;NA;RIO;2009;YLG;0.231733668;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-118;RIO09-YLG-118;NA;RIO;2009;YLG;-0.053836106;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-125;RIO09-YLG-125;NA;RIO;2009;YLG;-0.169243109;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-127;RIO09-YLG-127;NA;RIO;2009;YLG;0.008532588;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-128;RIO09-YLG-128;NA;RIO;2009;YLG;-0.097712642;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-132;RIO09-YLG-132;NA;RIO;2009;YLG;-0.100144839;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-134;RIO09-YLG-134;NA;RIO;2009;YLG;0.44599232;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-135;RIO09-YLG-135;NA;RIO;2009;YLG;0.105887615;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-140;RIO09-YLG-140;NA;RIO;2009;YLG;0.263607386;NA;NA;NA;NA;NA;NA;NA
RIO09-YLG-144;RIO09-YLG-144;NA;RIO;2009;YLG;0.204864605;NA;NA;NA;NA;NA;NA;NA
RIO16-YLG-001;RIO16-YLG-001;NA;RIO;2016;YLG;0.515573494;43.17907;5.38317;76.2;49.3;NA;NA;NA
RIO16-YLG-002;RIO16-YLG-002;NA;RIO;2016;YLG;0.365670421;43.17905;5.38298;67.9;50.2;NA;NA;NA
RIO16-YLG-003;RIO16-YLG-003;NA;RIO;2016;YLG;0.372664528;43.17901;5.38293;62.8;46.1;NA;NA;NA
RIO16-YLG-004;RIO16-YLG-004;NA;RIO;2016;YLG;0.056413668;43.1789;5.38198;67.5;47.5;NA;NA;NA
RIO16-YLG-005;RIO16-YLG-005;NA;RIO;2016;YLG;0.846801753;43.179;5.38157;66.7;47;NA;NA;NA
RIO16-YLG-006;RIO16-YLG-006;NA;RIO;2016;YLG;0.700368073;43.17905;5.38116;67.4;49.8;NA;NA;NA
RIO16-YLG-007;RIO16-YLG-007;NA;RIO;2016;YLG;0.255324225;43.17941;5.38097;62.6;43.3;NA;NA;NA
RIO16-YLG-008;RIO16-YLG-008;NA;RIO;2016;YLG;0.722302699;43.17932;5.3807;70.2;48;NA;NA;NA
RIO16-YLG-009;RIO16-YLG-009;NA;RIO;2016;YLG;0.234156185;43.17903;5.38069;65.8;46.5;NA;NA;NA
RIO16-YLG-010;RIO16-YLG-010;NA;RIO;2016;YLG;0.256367414;43.1787;5.38083;71.1;47.8;NA;NA;NA
RIO16-YLG-011;RIO16-YLG-011;NA;RIO;2016;YLG;0.066439872;43.17874;5.37834;61.3;46.2;NA;NA;NA
RIO16-YLG-012;RIO16-YLG-012;NA;RIO;2016;YLG;0.589224997;43.17862;5.37816;69.6;49;NA;NA;NA
RIO16-YLG-013;RIO16-YLG-013;NA;RIO;2016;YLG;0.514455228;43.17866;5.37795;69.3;51.9;NA;NA;NA
RIO16-YLG-014;RIO16-YLG-014;NA;RIO;2016;YLG;0.173630158;43.17841;5.37795;59.2;45.3;NA;NA;NA
RIO16-YLG-015;RIO16-YLG-015;NA;RIO;2016;YLG;0.611635116;43.17838;5.37802;68.4;48.4;NA;NA;NA
RIO16-YLG-016;RIO16-YLG-016;NA;RIO;2016;YLG;0.249257397;43.17803;5.37751;68.4;46.5;NA;NA;NA
RIO16-YLG-017;RIO16-YLG-017;NA;RIO;2016;YLG;0.017828853;43.1787;5.37715;63;43.3;NA;NA;NA
RIO16-YLG-018;RIO16-YLG-018;NA;RIO;2016;YLG;0.176895392;43.1789;5.37687;67.4;47.4;NA;NA;NA
RIO16-YLG-019;RIO16-YLG-019;NA;RIO;2016;YLG;0.158211511;43.17903;5.37605;68.6;48.3;NA;NA;NA
RIO16-YLG-020;RIO16-YLG-020;NA;RIO;2016;YLG;0.376741131;43.17854;5.37564;67.3;49;NA;NA;NA
RIO16-YLG-021;RIO16-YLG-021;NA;RIO;2016;YLG;0.406823693;43.1785;5.37394;65.5;48.6;NA;NA;NA
RIO16-YLG-022;RIO16-YLG-022;NA;RIO;2016;YLG;0.609366971;43.17854;5.37408;63.9;46.2;NA;NA;NA
RIO16-YLG-023;RIO16-YLG-023;NA;RIO;2016;YLG;0.028057899;43.17889;5.37327;68.2;48.9;NA;NA;NA
RIO16-YLG-024;RIO16-YLG-024;NA;RIO;2016;YLG;0.259836807;43.17902;5.37336;65.1;45.9;NA;NA;NA
RIO16-YLG-025;RIO16-YLG-025;NA;RIO;2016;YLG;0.050408747;43.17902;5.37384;67.9;46.6;NA;NA;NA
RIO16-YLG-026;RIO16-YLG-026;NA;RIO;2016;YLG;0.7609402;43.17918;5.37389;64.1;47;NA;NA;NA
RIO16-YLG-027;RIO16-YLG-027;NA;RIO;2016;YLG;0.179307108;43.17924;5.37368;71.5;49.9;NA;NA;NA
RIO16-YLG-028;RIO16-YLG-028;NA;RIO;2016;YLG;0.471904451;43.17937;5.37937;67.8;48;NA;NA;NA
RIO16-YLG-029;RIO16-YLG-029;NA;RIO;2016;YLG;0.107655051;43.17937;5.37284;68;45.7;NA;NA;NA
RIO16-YLG-030;RIO16-YLG-030;NA;RIO;2016;YLG;0.097964722;43.17876;5.37412;68.5;48.4;NA;NA;NA
RIO16-YLG-031;RIO16-YLG-031;NA;RIO;2016;YLG;0.315264116;43.17876;5.37417;67.7;47.7;NA;NA;NA
SID09-YLG-001;SID09-YLG-001;NA;SID;2009;YLG;0.089045184;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-002;SID09-YLG-002;NA;SID;2009;YLG;0.125412048;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-006;SID09-YLG-006;NA;SID;2009;YLG;0.532106396;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-008;SID09-YLG-008;NA;SID;2009;YLG;1.061849692;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-014;SID09-YLG-014;NA;SID;2009;YLG;0.012465006;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-015;SID09-YLG-015;NA;SID;2009;YLG;0.745392982;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-017;SID09-YLG-017;NA;SID;2009;YLG;0.256362982;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-020;SID09-YLG-020;NA;SID;2009;YLG;0.616963547;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-022;SID09-YLG-022;NA;SID;2009;YLG;0.177713561;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-026;SID09-YLG-026;NA;SID;2009;YLG;0.379379243;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-027;SID09-YLG-027;NA;SID;2009;YLG;0.546786545;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-029;SID09-YLG-029;NA;SID;2009;YLG;0.080925024;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-031;SID09-YLG-031;NA;SID;2009;YLG;-0.02342233;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-037;SID09-YLG-037;NA;SID;2009;YLG;0.362720491;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-038;SID09-YLG-038;NA;SID;2009;YLG;0.165541275;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-040;SID09-YLG-040;NA;SID;2009;YLG;0.01532172;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-043;SID09-YLG-043;NA;SID;2009;YLG;0.052328333;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-045;SID09-YLG-045;NA;SID;2009;YLG;0.261237806;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-046;SID09-YLG-046;NA;SID;2009;YLG;0.465400859;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-073;SID09-YLG-073A;NA;SID;2009;YLG;0.52819631;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-073;SID09-YLG-073B;NA;SID;2009;YLG;0.5713527;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-075;SID09-YLG-075;NA;SID;2009;YLG;0.213645213;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-077;SID09-YLG-077;NA;SID;2009;YLG;0.070272001;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-082;SID09-YLG-082;NA;SID;2009;YLG;0.196485608;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-084;SID09-YLG-084;NA;SID;2009;YLG;0.424717107;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-088;SID09-YLG-088;NA;SID;2009;YLG;0.216157622;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-142;SID09-YLG-142;NA;SID;2009;YLG;0.061789354;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-154;SID09-YLG-154;NA;SID;2009;YLG;-0.014656738;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-155;SID09-YLG-155;NA;SID;2009;YLG;0.205697774;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-159;SID09-YLG-159;NA;SID;2009;YLG;0.053016945;NA;NA;NA;NA;NA;NA;NA
SID09-YLG-160;SID09-YLG-160;NA;SID;2009;YLG;0.61891234;NA;NA;NA;NA;NA;NA;NA
SID14-YLG-002;SID14-YLG-002;NA;SID;2014;YLG;0.477399186;NA;NA;NA;NA;NA;NA;NA
SID14-YLG-004;SID14-YLG-004;NA;SID;2014;YLG;0.078227807;NA;NA;NA;NA;NA;NA;NA
SID14-YLG-010;SID14-YLG-010;NA;SID;2014;YLG;0.110991918;NA;NA;NA;NA;NA;NA;NA
SID14-YLG-015;SID14-YLG-015;NA;SID;2014;YLG;0.141693407;NA;NA;NA;NA;NA;NA;NA
SID14-YLG-020;SID14-YLG-020;NA;SID;2014;YLG;0.139229409;NA;NA;NA;NA;NA;NA;NA
SID16-YLG-002;SID16-YLG-002;NA;SID;2016;YLG;0.273051174;42.89861;3.00889;67.5;46.8;NA;NA;NA
SID16-YLG-005;SID16-YLG-005;NA;SID;2016;YLG;-0.05773359;42.89861;3.00917;75.5;49.6;NA;NA;NA
SID16-YLG-006;SID16-YLG-006;NA;SID;2016;YLG;-0.055977335;42.89889;3.00889;69.3;49.8;NA;NA;NA
SID16-YLG-011;SID16-YLG-011;NA;SID;2016;YLG;-0.027159531;42.89917;3.00917;68;48.3;NA;NA;NA
SID16-YLG-013;SID16-YLG-013;NA;SID;2016;YLG;0.014351955;42.89944;3.00917;70.6;49.1;NA;NA;NA
SID16-YLG-014;SID16-YLG-014;NA;SID;2016;YLG;0.229826706;42.89944;3.00944;69.9;50.1;NA;NA;NA
SID16-YLG-021;SID16-YLG-021;NA;SID;2016;YLG;0.435609064;42.9;3.00917;67.3;48.6;NA;NA;NA
SID16-YLG-024;SID16-YLG-024_15;NA;SID;2016;YLG;0.339727041;42.9;3.00944;66.7;45.5;NA;NA;NA
SID16-YLG-027;SID16-YLG-027;NA;SID;2016;YLG;0.616091673;42.9;3.01;76.5;50;NA;NA;NA
SID16-YLG-033;SID16-YLG-033;NA;SID;2016;YLG;0.469503243;42.90028;3.01056;65.8;46.1;NA;NA;NA
SID16-YLG-034;SID16-YLG-034;NA;SID;2016;YLG;0.241233312;42.90028;3.01056;71.5;49.2;NA;NA;NA
SID16-YLG-035;SID16-YLG-035;NA;SID;2016;YLG;0.032000548;42.90028;3.01056;70.8;47.4;NA;NA;NA
SID16-YLG-036;SID16-YLG-036;NA;SID;2016;YLG;0.00139594;42.90028;3.01111;72.5;46.3;NA;NA;NA
SID16-YLG-040;SID16-YLG-040;NA;SID;2016;YLG;0.271353441;42.90056;3.01139;70.1;46.3;NA;NA;NA
SSF09-YLG-001;SSF09-YLG-001A;NA;SSF;2009;YLG;-0.027049058;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-001;SSF09-YLG-001B;NA;SSF;2009;YLG;-0.024853604;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-001;SSF09-YLG-001C;NA;SSF;2009;YLG;-0.048729766;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-002;SSF09-YLG-002A;NA;SSF;2009;YLG;-0.085738851;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-002;SSF09-YLG-002B;NA;SSF;2009;YLG;-0.076063887;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-002;SSF09-YLG-002C;NA;SSF;2009;YLG;-0.071163519;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-003;SSF09-YLG-003C;NA;SSF;2009;YLG;-0.079915086;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-003;SSF09-YLG-003A;NA;SSF;2009;YLG;-0.084807494;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-003;SSF09-YLG-003B;NA;SSF;2009;YLG;-0.079128607;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-004;SSF09-YLG-004C;NA;SSF;2009;YLG;-0.087767139;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-004;SSF09-YLG-004A;NA;SSF;2009;YLG;-0.079013979;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-004;SSF09-YLG-004B;NA;SSF;2009;YLG;-0.084484306;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-005;SSF09-YLG-005A;NA;SSF;2009;YLG;-0.035881821;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-005;SSF09-YLG-005B;NA;SSF;2009;YLG;-0.018236992;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-005;SSF09-YLG-005C;NA;SSF;2009;YLG;-0.03351124;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-006;SSF09-YLG-006C;NA;SSF;2009;YLG;-0.13614531;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-006;SSF09-YLG-006B;NA;SSF;2009;YLG;-0.088932528;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-006;SSF09-YLG-006A;NA;SSF;2009;YLG;-0.137497224;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-010;SSF09-YLG-010C;NA;SSF;2009;YLG;-0.066535393;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-010;SSF09-YLG-010A;NA;SSF;2009;YLG;-0.073429024;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-010;SSF09-YLG-010B;NA;SSF;2009;YLG;-0.073846144;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-013;SSF09-YLG-013B;NA;SSF;2009;YLG;-0.089773137;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-013;SSF09-YLG-013C;NA;SSF;2009;YLG;-0.087813308;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-013;SSF09-YLG-013A;NA;SSF;2009;YLG;-0.077654358;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-018;SSF09-YLG-018A;NA;SSF;2009;YLG;-0.055005676;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-018;SSF09-YLG-018B;NA;SSF;2009;YLG;-0.071378447;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-018;SSF09-YLG-018C;NA;SSF;2009;YLG;-0.08377743;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-020;SSF09-YLG-020A;NA;SSF;2009;YLG;-0.130290564;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-020;SSF09-YLG-020B;NA;SSF;2009;YLG;-0.11935177;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-020;SSF09-YLG-020C;NA;SSF;2009;YLG;-0.118789714;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-021;SSF09-YLG-021C;NA;SSF;2009;YLG;-0.076810564;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-021;SSF09-YLG-021A;NA;SSF;2009;YLG;-0.027185976;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-021;SSF09-YLG-021B;NA;SSF;2009;YLG;-0.034240405;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-022;SSF09-YLG-022C;NA;SSF;2009;YLG;-0.088163562;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-022;SSF09-YLG-022B;NA;SSF;2009;YLG;-0.072266818;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-022;SSF09-YLG-022A;NA;SSF;2009;YLG;-0.090171153;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-023;SSF09-YLG-023B;NA;SSF;2009;YLG;-0.111402889;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-023;SSF09-YLG-023C;NA;SSF;2009;YLG;-0.10929381;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-023;SSF09-YLG-023A;NA;SSF;2009;YLG;-0.118114397;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-025;SSF09-YLG-025C;NA;SSF;2009;YLG;0.10561795;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-025;SSF09-YLG-025B;NA;SSF;2009;YLG;0.107914708;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-025;SSF09-YLG-025A;NA;SSF;2009;YLG;0.116644619;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-026;SSF09-YLG-026A;NA;SSF;2009;YLG;-0.08167934;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-026;SSF09-YLG-026C;NA;SSF;2009;YLG;-0.098250934;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-026;SSF09-YLG-026B;NA;SSF;2009;YLG;-0.083145474;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-027;SSF09-YLG-027B;NA;SSF;2009;YLG;0.151921057;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-027;SSF09-YLG-027C;NA;SSF;2009;YLG;0.119903088;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-027;SSF09-YLG-027A;NA;SSF;2009;YLG;0.204578525;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-028;SSF09-YLG-028A;NA;SSF;2009;YLG;-0.080295589;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-028;SSF09-YLG-028C;NA;SSF;2009;YLG;-0.071494668;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-028;SSF09-YLG-028B;NA;SSF;2009;YLG;-0.07023853;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-029;SSF09-YLG-029B;NA;SSF;2009;YLG;-0.06081352;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-029;SSF09-YLG-029C;NA;SSF;2009;YLG;-0.062695338;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-029;SSF09-YLG-029A;NA;SSF;2009;YLG;-0.045294095;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-030;SSF09-YLG-030C;NA;SSF;2009;YLG;-0.022667542;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-030;SSF09-YLG-030A;NA;SSF;2009;YLG;0.060919955;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-030;SSF09-YLG-030B;NA;SSF;2009;YLG;-0.07312494;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-032;SSF09-YLG-032B;NA;SSF;2009;YLG;-0.07385092;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-032;SSF09-YLG-032A;NA;SSF;2009;YLG;-0.074419287;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-032;SSF09-YLG-032C;NA;SSF;2009;YLG;-0.07410565;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-033;SSF09-YLG-033C;NA;SSF;2009;YLG;-0.071099836;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-033;SSF09-YLG-033A;NA;SSF;2009;YLG;0.311773686;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-033;SSF09-YLG-033B;NA;SSF;2009;YLG;0.310625809;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-036;SSF09-YLG-036C;NA;SSF;2009;YLG;-0.08346061;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-036;SSF09-YLG-036A;NA;SSF;2009;YLG;-0.076964994;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-036;SSF09-YLG-036B;NA;SSF;2009;YLG;-0.066065735;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-037;SSF09-YLG-037B;NA;SSF;2009;YLG;-0.018004551;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-037;SSF09-YLG-037C;NA;SSF;2009;YLG;-0.039303164;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-037;SSF09-YLG-037A;NA;SSF;2009;YLG;-0.018601575;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-038;SSF09-YLG-038B;NA;SSF;2009;YLG;0.011222532;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-038;SSF09-YLG-038A;NA;SSF;2009;YLG;0.07207753;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-038;SSF09-YLG-038C;NA;SSF;2009;YLG;0.007528947;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-039;SSF09-YLG-039C;NA;SSF;2009;YLG;0.236590126;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-039;SSF09-YLG-039B;NA;SSF;2009;YLG;0.250366243;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-039;SSF09-YLG-039A;NA;SSF;2009;YLG;0.191926404;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-040;SSF09-YLG-040C;NA;SSF;2009;YLG;-0.094116397;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-040;SSF09-YLG-040A;NA;SSF;2009;YLG;-0.073908269;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-040;SSF09-YLG-040B;NA;SSF;2009;YLG;-0.075313083;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-041;SSF09-YLG-041B;NA;SSF;2009;YLG;-0.062673049;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-041;SSF09-YLG-041A;NA;SSF;2009;YLG;-0.05789527;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-041;SSF09-YLG-041C;NA;SSF;2009;YLG;-0.064933778;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-042;SSF09-YLG-042B;NA;SSF;2009;YLG;-0.093776343;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-042;SSF09-YLG-042A;NA;SSF;2009;YLG;-0.086906509;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-042;SSF09-YLG-042C;NA;SSF;2009;YLG;-0.097699043;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-044;SSF09-YLG-044B;NA;SSF;2009;YLG;0.197223196;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-044;SSF09-YLG-044C;NA;SSF;2009;YLG;0.339666621;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-044;SSF09-YLG-044A;NA;SSF;2009;YLG;0.402561051;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-088;SSF09-YLG-088C;NA;SSF;2009;YLG;-0.055816036;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-088;SSF09-YLG-088A;NA;SSF;2009;YLG;-0.06443387;NA;NA;NA;NA;NA;NA;NA
SSF09-YLG-088;SSF09-YLG-088B;NA;SSF;2009;YLG;-0.080636291;NA;NA;NA;NA;NA;NA;NA
VIC16-YLG-001;VIC16-YLG-001;NA;VIC;2016;YLG;0.303806336;43.4925;3.84806;76.8;50;NA;NA;NA
VIC16-YLG-002;VIC16-YLG-002;NA;VIC;2016;YLG;1.433108244;43.49306;3.84917;72.8;51.1;NA;NA;NA
VIC16-YLG-003;VIC16-YLG-003;NA;VIC;2016;YLG;0.087917192;43.49333;3.84917;72.9;47.6;NA;NA;NA
VIC16-YLG-004;VIC16-YLG-004;NA;VIC;2016;YLG;1.157591558;43.49361;3.84944;72.2;48;NA;NA;NA
VIC16-YLG-005;VIC16-YLG-005;NA;VIC;2016;YLG;0.788209563;43.49361;3.84972;70.3;49.5;NA;NA;NA
VIC16-YLG-006;VIC16-YLG-006;NA;VIC;2016;YLG;0.777083856;43.49417;3.85028;72.7;46.2;NA;NA;NA
VIC16-YLG-010;VIC16-YLG-010;NA;VIC;2016;YLG;0.252554431;43.48806;3.84306;69.5;48.9;NA;NA;NA
VIC16-YLG-011;VIC16-YLG-011;NA;VIC;2016;YLG;0.103137981;43.49676;3.85422;72.4;51;NA;NA;NA
VIC16-YLG-012;VIC16-YLG-012;NA;VIC;2016;YLG;0.144759972;43.49847;3.85641;66.5;47.7;NA;NA;NA
VIC16-YLG-013;VIC16-YLG-013;NA;VIC;2016;YLG;0.183780005;43.48778;3.84278;73.5;48.6;NA;NA;NA
VIC16-YLG-014;VIC16-YLG-014;NA;VIC;2016;YLG;0.108728855;43.4875;3.84278;72.8;50.2;NA;NA;NA
VIC16-YLG-016;VIC16-YLG-016;NA;VIC;2016;YLG;0.434828943;43.48722;3.84222;67.4;49.1;NA;NA;NA
VIC16-YLG-017;VIC16-YLG-017;NA;VIC;2016;YLG;0.084696101;43.48611;3.84111;70.4;51.4;NA;NA;NA
VIC16-YLG-018;VIC16-YLG-018;NA;VIC;2016;YLG;0.736187745;43.48556;3.84028;70.7;49.4;NA;NA;NA
VIC16-YLG-019;VIC16-YLG-019;NA;VIC;2016;YLG;0.142734448;43.485;3.83972;75.3;51;NA;NA;NA
VIC16-YLG-020;VIC16-YLG-020;NA;VIC;2016;YLG;0.945526626;43.485;3.83972;67.8;49.2;NA;NA;NA
VIC16-YLG-021;VIC16-YLG-021;NA;VIC;2016;YLG;0.301560646;43.49583;3.8525;69.1;48.8;NA;NA;NA
VIC16-YLG-022;VIC16-YLG-022;NA;VIC;2016;YLG;1.056535504;43.49694;3.85389;69.2;49;NA;NA;NA
VIC16-YLG-023;VIC16-YLG-023;NA;VIC;2016;YLG;0.125177234;43.4975;3.85472;75.9;51.1;NA;NA;NA
VIC16-YLG-024;VIC16-YLG-024;NA;VIC;2016;YLG;0.046739536;43.4975;3.85472;70.8;50.5;NA;NA;NA
VIC16-YLG-025;VIC16-YLG-025;NA;VIC;2016;YLG;1.066955346;43.49806;3.85556;67;48.2;NA;NA;NA
VIC16-YLG-027;VIC16-YLG-027;NA;VIC;2016;YLG;0.164282665;43.49944;3.85722;68.8;46.6;NA;NA;NA
VIC16-YLG-028;VIC16-YLG-028;NA;VIC;2016;YLG;1.187376641;43.49139;3.84667;68.6;49.2;NA;NA;NA
VIC16-YLG-029;VIC16-YLG-029;NA;VIC;2016;YLG;1.149418741;43.49111;3.84667;71.5;51.6;NA;NA;NA
